ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;GRUPO_EDAD_VICTIMA;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;RUPTURA;TOTAL_VICTIMAS;Rural;DENSIDAD_POBLACIONAL
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;JUVENTUD 18 - 28;NO;SI;BUENOS AIRES;NO;1;1;30778
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;SI;SI;SAN SEBASTIÁN DE BUENAVISTA;NO;1;1;18815
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;JUVENTUD 18 - 28;SI;SI;PIVIJAY;NO;1;1;36130
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTEZ 29 - 59;SI;SI;IBAGUÉ;NO;1;0;532851
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTO MAYOR DE 60;SI;SI;IBAGUÉ;NO;1;0;532851
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;1;0;2235750
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;NO;SI;CALI;NO;1;0;2235750
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;SI;PALMIRA;NO;1;1;350812
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Antioquia;ADULTEZ 29 - 59;NO;SI;SAN JERÓNIMO;NO;1;1;15009
2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;NO;NO;CÓRDOBA;NO;1;1;15646
2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Caquetá;JUVENTUD 18 - 28;NO;NO;SAN VICENTE DEL CAGUÁN;NO;1;1;50053
2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ADULTEZ 29 - 59;NO;NO;PUERTO ESCONDIDO;NO;1;1;23073
2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;NO;NO;IBAGUÉ;NO;1;0;532851
2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;NO;CALI;NO;1;0;2235750
2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTO MAYOR DE 60;NO;NO;CALI;NO;1;0;2235750
2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;NO;NO;SANTA MARTA;SI;1;0;509999
2019;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;NO;NO;ZONA BANANERA;SI;1;1;64931
2020;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADOLESCENTE 14 - 17;NO;NO;MEDELLÍN;NO;1;0;2455072
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;NO;BELLO;NO;1;1;530371
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;NO;PUERTO NARE;NO;1;1;14368
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;NO;SALGAR;NO;1;1;18283
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTO MAYOR DE 60;SI;NO;BELLO;NO;1;1;530371
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;NO;BELLO;NO;1;1;530371
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;NO;MEDELLÍN;NO;1;0;2455072
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;NO;EBÉJICO;NO;1;1;12196
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;NO;NO;MEDELLÍN;NO;1;0;2455072
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;NO;NO;SOLEDAD;NO;1;1;620772
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;SI;NO;BARRANQUILLA;NO;1;0;1224588
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;SI;NO;SOLEDAD;NO;1;1;620772
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;SI;NO;SOLEDAD;NO;1;1;620772
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADOLESCENTE 14 - 17;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADOLESCENTE 14 - 17;SI;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTO MAYOR DE 60;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INFANCIA 6 - 11;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;SI;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADOLESCENTE 14 - 17;NO;NO;MOMPÓS;NO;1;1;43508
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;NO;NO;CARTAGENA;NO;1;0;987889
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;SI;NO;TALAIGUA NUEVO;NO;1;1;13252
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;JUVENTUD 18 - 28;NO;NO;MOMPÓS;NO;1;1;43508
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;JUVENTUD 18 - 28;NO;NO;CARTAGENA;NO;1;0;987889
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;ADULTEZ 29 - 59;SI;NO;CHIQUINQUIRÁ;NO;1;1;54971
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;ADULTEZ 29 - 59;SI;NO;GUAYATÁ;NO;1;1;3579
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADOLESCENTE 14 - 17;NO;NO;SOTARA;NO;1;1;13673
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;NO;NO;TOTORÓ;NO;1;1;23861
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;SI;NO;EL TAMBO;NO;1;1;53529
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;JUVENTUD 18 - 28;SI;NO;TOTORÓ;NO;1;1;23861
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ADOLESCENTE 14 - 17;SI;NO;PELAYA;NO;1;1;19764
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ADULTO MAYOR DE 60;NO;NO;VALLEDUPAR;NO;1;0;501742
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;JUVENTUD 18 - 28;NO;NO;EL COPEY;NO;1;1;29199
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ADOLESCENTE 14 - 17;NO;NO;QUIBDO;NO;1;0;127679
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;JUVENTUD 18 - 28;NO;NO;QUIBDO;NO;1;0;127679
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ADULTEZ 29 - 59;SI;NO;BAGADÓ;NO;1;1;10767
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;JUVENTUD 18 - 28;SI;NO;TADÓ;NO;1;1;17681
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ADULTEZ 29 - 59;NO;NO;MONTELÍBANO;NO;1;1;79409
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ADULTEZ 29 - 59;SI;NO;CERETÉ;NO;1;1;103800
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ADULTEZ 29 - 59;SI;NO;MONTELÍBANO;NO;1;1;79409
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;JUVENTUD 18 - 28;SI;NO;CANALETE;NO;1;1;15146
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;PRE-ADOLESCENTE 12 - 13;SI;NO;MONTELÍBANO;NO;1;1;79409
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ADULTEZ 29 - 59;NO;NO;TENA;NO;1;1;8979
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ADULTEZ 29 - 59;NO;NO;ZIPAQUIRÁ;NO;1;1;120816
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;JUVENTUD 18 - 28;NO;NO;GUASCA;NO;1;1;14552
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;JUVENTUD 18 - 28;SI;NO;EL ROSAL;NO;1;1;20402
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;JUVENTUD 18 - 28;SI;NO;PALESTINA;NO;1;1;15621
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;SI;NO;SANTA MARTA;NO;1;0;509999
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;JUVENTUD 18 - 28;NO;NO;FUNDACIÓN;NO;1;1;64303
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;JUVENTUD 18 - 28;NO;NO;SITIONUEVO;NO;1;1;26144
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;JUVENTUD 18 - 28;SI;NO;ACACÍAS;NO;1;1;85324
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;JUVENTUD 18 - 28;NO;SI;PUERTO LÓPEZ;NO;1;1;29803
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;NO;NO;POTOSÍ;NO;1;1;10514
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;NO;NO;TUMACO;NO;1;1;254908
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;SI;NO;PASTO;NO;1;0;393041
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ADULTEZ 29 - 59;NO;NO;VILLA DEL ROSARIO;NO;1;1;98454
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ADULTEZ 29 - 59;SI;NO;MOCOA;NO;1;0;54177
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;JUVENTUD 18 - 28;SI;NO;MOCOA;NO;1;0;54177
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;NO;NO;BUCARAMANGA;NO;1;0;588404
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;SI;NO;BARRANCABERMEJA;NO;1;1;205521
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;SI;NO;BUCARAMANGA;NO;1;0;588404
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;NO;NO;BUCARAMANGA;NO;1;0;588404
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;JUVENTUD 18 - 28;SI;NO;PIEDECUESTA;NO;1;1;163821
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ADOLESCENTE 14 - 17;NO;NO;SAN MARCOS;NO;1;1;55959
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTEZ 29 - 59;SI;NO;IBAGUÉ;NO;1;0;532851
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;NO;NO;ALVARADO;NO;1;1;8707
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;NO;NO;HONDA;NO;1;1;24997
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTEZ 29 - 59;SI;NO;CUNDAY;NO;1;1;9024
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;SI;NO;IBAGUÉ;NO;1;0;532851
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;NO;PALMIRA;NO;1;1;350812
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;NO;CALI;NO;1;0;2235750
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INFANCIA 6 - 11;NO;NO;CALI;NO;1;0;2235750
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;SI;CALI;NO;1;0;2235750
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTO MAYOR DE 60;SI;NO;CALI;NO;1;0;2235750
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;NO;NO;CALI;NO;1;0;2235750
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;NO;CALI;NO;1;0;2235750
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;NO;JAMUNDÍ;NO;1;1;154886
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Antioquia;ADULTEZ 29 - 59;NO;NO;ZARAGOZA;NO;1;1;24328
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;BOGOTÁ, D. C.;INFANCIA 6 - 11;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Bolívar;JUVENTUD 18 - 28;NO;NO;MAGANGUÉ;NO;1;1;130501
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;La Guajira;JUVENTUD 18 - 28;NO;NO;RIOHACHA;NO;1;0;177213
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Nariño;JUVENTUD 18 - 28;SI;NO;TUMACO;NO;1;1;254908
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Valle del Cauca;ADULTEZ 29 - 59;NO;NO;RESTREPO;NO;1;1;17762
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Bolívar;ADULTEZ 29 - 59;SI;NO;SANTA ROSA;NO;1;1;20431
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Magdalena;JUVENTUD 18 - 28;NO;NO;SANTA MARTA;NO;1;0;509999
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Cauca;ADULTEZ 29 - 59;SI;NO;ARGELIA;NO;1;1;7843
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Cesar;ADULTEZ 29 - 59;NO;NO;AGUACHICA;NO;1;1;104849
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ADULTEZ 29 - 59;NO;NO;MOCOA;NO;1;0;54177
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;NO;CALI;NO;1;0;2235750
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Antioquia;PRIMERA INFANCIA 0 - 5;NO;NO;RIONEGRO;NO;1;1;131004
2020;2020;NO;SI;FEMINICIDIO ART. 104A C.P.;Casanare;ADULTEZ 29 - 59;SI;SI;YOPAL;NO;1;0;162506
2020;2020;NO;SI;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;SI;SI;GIRÓN;NO;1;1;154249
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;MEDELLÍN;NO;1;0;2455072
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;NO;ENVIGADO;NO;1;1;232463
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;NO;SI;MALAMBO;NO;1;1;122859
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Caquetá;ADULTEZ 29 - 59;NO;SI;SAN VICENTE DEL CAGUÁN;NO;1;1;50053
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ADULTEZ 29 - 59;NO;SI;VILLAVICENCIO;NO;1;0;535328
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ADULTEZ 29 - 59;SI;SI;CUMARAL;NO;1;1;22318
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;JUVENTUD 18 - 28;NO;SI;MOCOA;NO;1;0;54177
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Quindío;ADULTEZ 29 - 59;NO;SI;ARMENIA;NO;1;0;297655
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALI;NO;1;0;2235750
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Norte de Santander;JUVENTUD 18 - 28;NO;SI;CÚCUTA;NO;1;0;730204
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cauca;ADOLESCENTE 14 - 17;NO;SI;MORALES;NO;1;1;21405
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Atlántico;JUVENTUD 18 - 28;NO;SI;BARRANQUILLA;NO;1;0;1224588
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;SI;SI;SANTANDER DE QUILICHAO;NO;1;1;108564
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;JUVENTUD 18 - 28;SI;SI;SOACHA;NO;1;1;684775
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;CALI;NO;1;0;2235750
2020;2020;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CARTAGO;NO;1;1;134792
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;JUVENTUD 18 - 28;NO;NO;GIRARDOT;NO;1;1;94810
2020;2020;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cauca;ADOLESCENTE 14 - 17;NO;SI;MORALES;SI;1;1;21405
2020;2020;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cauca;ADOLESCENTE 14 - 17;NO;SI;MORALES;SI;1;1;21405
2021;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;NO;MEDELLÍN;NO;1;0;2455072
2021;2019;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ADOLESCENTE 14 - 17;NO;NO;PEREIRA;NO;1;0;469876
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;NO;MEDELLÍN;NO;1;0;2455072
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;NO;MONTEBELLO;NO;1;1;6780
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;NO;VALDIVIA;NO;1;1;13684
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;NO;NO;MEDELLÍN;NO;1;0;2455072
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;NO;NO;MEDELLÍN;NO;1;0;2455072
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;NO;GIRARDOTA;NO;1;1;50020
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;NO;MEDELLÍN;NO;1;0;2455072
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;NO;MEDELLÍN;NO;1;0;2455072
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;MEDELLÍN;NO;1;0;2455072
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;NO;MEDELLÍN;NO;1;0;2455072
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;NO;NECHÍ;NO;1;1;24929
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Arauca;JUVENTUD 18 - 28;SI;NO;TAME;NO;1;1;41286
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Archipiélago de San Andrés, Providencia y Santa Catalina;ADULTEZ 29 - 59;SI;NO;SAN ANDRÉS;NO;1;0;8816
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;SI;NO;BARRANQUILLA;NO;1;0;1224588
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;SI;NO;GALAPA;NO;1;1;57696
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADOLESCENTE 14 - 17;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
2021;2021;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTO MAYOR DE 60;NO;NO;BOGOTÁ, D.C.;NO;1;0;7497976
